FID,IID,POPULATION,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
ACB77,ACB77,ACB,-0.0307,0.0055,-0.0021,-0.0005,0.0049,0.002,0.0067,0.0203,-0.01,0.0033
PJL5,PJL5,PJL,0.0063,-0.0024,0.0318,0.0021,0.0048,0.0027,-0.0028,0.003,-0.0079,-0.0023
PJL6,PJL6,PJL,0.0054,-0.004,0.0355,0.0031,0.0011,0.005,0.0005,-0.0009,-0.0076,0.0072
PJL7,PJL7,PJL,0.0049,-0.0028,0.0337,0.0028,0.0021,0.0029,0.0004,-0.0046,-0.0068,0.0097
PJL8,PJL8,PJL,0.0057,-0.0026,0.0309,0.0032,0.0002,0.0009,-0.0007,0.0038,0.0102,0.023
ACB78,ACB78,ACB,-0.0331,0.0054,-0.002,-0.0012,0.0027,0.003,0.0015,0.021,-0.0091,0.0053
ACB79,ACB79,ACB,-0.0345,0.0053,-0.0021,0.0002,0.0003,0.0037,0.0028,0.0211,-0.0129,0.0051
ACB80,ACB80,ACB,-0.0273,0.0062,-0.0019,-0.0012,0.003,0.0022,0.0043,0.0195,0.0001,0.0116
ACB81,ACB81,ACB,-0.0282,0.0054,-0.0028,-0.0019,0.0038,0.005,-0.0049,0.018,0.0034,0.0232
ACB82,ACB82,ACB,-0.0322,0.0053,-0.0021,-0.0012,0.0042,0.0013,0.0062,0.0252,-0.0117,-0.0053
ACB83,ACB83,ACB,-0.0331,0.0048,-0.003,-0.0017,-0.0001,-0.0004,0.0041,0.0193,-0.0062,0.0055
ACB84,ACB84,ACB,-0.0339,0.0047,-0.0025,-0.0011,-0.0008,-0.0017,0.0102,0.0207,-0.0067,0.0129
KHV96,KHV96,KHV,0.0029,-0.0363,-0.0099,-0.0161,-0.0124,0.0315,-0.001,-0.004,0.0036,0.0013
KHV97,KHV97,KHV,0.0033,-0.0364,-0.0116,-0.018,-0.0155,0.045,-0.0015,0.0002,0.0072,0.0021
KHV98,KHV98,KHV,0.0029,-0.0363,-0.0103,-0.015,-0.0154,0.0359,0.0003,0.0027,0.0031,0.0034
KHV99,KHV99,KHV,0.0028,-0.0365,-0.0105,-0.0159,-0.0132,0.0372,0.0001,0.0032,0.0037,0.0001
ACB85,ACB85,ACB,-0.0281,0.0062,-0.0025,-0.0013,0.0021,0.0005,0.003,0.0233,-0.006,0.0012
ACB86,ACB86,ACB,-0.0345,0.0053,-0.0014,-0.0014,0.0046,0.0035,-0.0016,0.0244,-0.0023,-0.0045
ACB87,ACB87,ACB,-0.028,0.006,-0.0015,-0.0019,0.0034,0.0013,0.0081,0.0197,-0.0043,0.0006
ACB88,ACB88,ACB,-0.0329,0.0054,-0.0012,-0.0012,0.0014,0.0047,0.0064,0.0227,-0.0033,0.0072
ACB89,ACB89,ACB,-0.0331,0.0053,-0.0021,-0.0003,0.0026,-0.0013,0.0036,0.0159,-0.0024,0.0036
ACB90,ACB90,ACB,-0.035,0.0057,-0.0015,-0.0001,0.0012,-0.0009,0.0045,0.0199,-0.0078,0.0049
ACB91,ACB91,ACB,-0.0315,0.0054,-0.0029,-0.0012,0.0009,0.0009,0.0085,0.0208,-0.0094,-0.0093
ACB92,ACB92,ACB,-0.0318,0.0053,-0.0016,-0.0008,0.0019,-0.001,0.0056,0.0184,0.0016,0.0034
ACB93,ACB93,ACB,-0.0342,0.0054,-0.0012,-0.0015,0.005,0.003,0.0043,0.0277,-0.0148,0.0012
ACB94,ACB94,ACB,-0.0323,0.0053,-0.0023,-0.0009,-0.0001,0.0018,0.0023,0.0198,-0.0086,-0.0025
GWD5,GWD5,GWD,-0.0351,0.0052,-0.0017,-0.0013,-0.0017,-0.0012,-0.0557,-0.0312,0.0204,-0.003
GWD6,GWD6,GWD,-0.0358,0.0048,-0.0014,-0.0009,0.0026,-0.0036,-0.0513,-0.0245,0.0178,0.0012
GWD7,GWD7,GWD,-0.0355,0.0051,-0.0009,-0.0005,0.0025,-0.0013,-0.057,-0.0237,0.0156,-0.0075
GWD8,GWD8,GWD,-0.0362,0.0047,-0.0014,-0.0005,-0.0004,-0.0003,-0.0504,-0.0235,0.0098,-0.0126
GWD9,GWD9,GWD,-0.0363,0.0052,-0.001,-0.0019,0.0005,-0.0034,-0.0622,-0.0333,0.0132,-0.0042
GWD10,GWD10,GWD,-0.0356,0.0051,-0.0014,-0.0008,-0.0011,-0.0008,-0.0572,-0.0294,0.0151,-0.006
GWD11,GWD11,GWD,-0.0349,0.0057,-0.0029,-0.0018,-0.0005,-0.0001,-0.0557,-0.0332,0.0138,-0.0021
ACB95,ACB95,ACB,-0.0268,0.0065,-0.0029,-0.0017,0.0062,0.0014,0.0029,0.0191,0.0031,0.0022
ACB96,ACB96,ACB,-0.03,0.0056,-0.0027,-0.0016,0.0026,-0.0012,0.0046,0.0259,-0.0021,-0.0009
GWD12,GWD12,GWD,-0.0359,0.0053,-0.002,-0.0009,0.0007,-0.0038,-0.0588,-0.0375,0.0119,-0.019
GWD13,GWD13,GWD,-0.0363,0.0055,-0.0013,-0.0008,-0.0027,0.0002,-0.0647,-0.0414,0.0136,-0.0111
GWD14,GWD14,GWD,-0.0366,0.0053,-0.0011,0,0.0029,0.0025,-0.0703,-0.038,0.0261,-0.0082
GWD15,GWD15,GWD,-0.0358,0.0049,-0.0008,-0.0018,-0.0016,-0.0021,-0.0626,-0.0337,0.0135,0.003
GWD16,GWD16,GWD,-0.0359,0.0051,-0.0014,-0.0016,0.0013,-0.0001,-0.058,-0.0312,0.0213,-0.0035
GWD17,GWD17,GWD,-0.0358,0.0049,-0.0016,-0.0007,-0.003,-0.0012,-0.0586,-0.0357,0.0102,-0.0131
GWD18,GWD18,GWD,-0.0358,0.0049,-0.001,-0.0011,0.0008,-0.0005,-0.0539,-0.0317,0.0182,-0.0095
GWD19,GWD19,GWD,-0.0361,0.0053,-0.0017,-0.0005,0.0012,-0.0016,-0.061,-0.0322,0.0123,-0.0086
PJL9,PJL9,PJL,0.0059,-0.0011,0.0328,0.0039,0.0024,-0.0057,0.0017,0.0035,-0.0011,0.0029
PJL10,PJL10,PJL,0.0047,-0.0061,0.0381,0.003,0.0048,0.0002,0.0011,0.0053,0.0132,0.0118
PJL11,PJL11,PJL,0.0044,-0.0049,0.0372,0.0031,0.0021,-0.0027,-0.0009,0.0011,0.0026,0.0099
PJL12,PJL12,PJL,0.0054,-0.0027,0.0347,0.0032,-0.0037,-0.0032,-0.0045,-0.0043,-0.0029,-0.0239
PJL13,PJL13,PJL,0.006,-0.0022,0.031,0.0028,0.0029,-0.0026,-0.0008,0.0022,0.0002,0.0183
GWD20,GWD20,GWD,-0.0356,0.0053,-0.0016,-0.0011,-0.0005,0.0002,-0.0639,-0.0303,0.0118,-0.011
GWD21,GWD21,GWD,-0.0362,0.0049,-0.0012,-0.0014,-0.0018,-0.0012,-0.0711,-0.0432,0.0222,-0.0009
GWD22,GWD22,GWD,-0.0347,0.0054,-0.0017,-0.0014,-0.0015,-0.002,-0.0583,-0.0341,0.0121,-0.0101
GWD23,GWD23,GWD,-0.0342,0.0057,-0.0023,-0.0009,-0.004,-0.0055,-0.0576,-0.0373,0.0112,-0.0112
GWD24,GWD24,GWD,-0.036,0.0049,-0.0017,-0.0013,-0.0022,0.001,-0.0561,-0.0277,0.0158,-0.0064
GWD25,GWD25,GWD,-0.0362,0.0051,-0.0012,-0.0012,0.0009,-0.0008,-0.0568,-0.0366,0.0189,-0.0119
GWD26,GWD26,GWD,-0.0362,0.0054,-0.0022,-0.0009,-0.0004,0.0007,-0.065,-0.0445,0.0232,-0.0107
GWD27,GWD27,GWD,-0.0362,0.005,-0.0011,-0.0007,-0.0005,-0.001,-0.0634,-0.0317,0.0204,-0.0096
GWD28,GWD28,GWD,-0.0365,0.0046,-0.0017,-0.0015,0.0007,0.0016,-0.0589,-0.0339,0.0198,-0.0106
GWD29,GWD29,GWD,-0.0362,0.0051,-0.0015,-0.0009,-0.0023,0.0002,-0.0608,-0.0314,0.0201,-0.0059
GWD30,GWD30,GWD,-0.0356,0.0058,-0.0024,-0.0006,-0.0053,-0.0015,-0.0534,-0.027,0.0093,-0.0114
GWD31,GWD31,GWD,-0.0357,0.005,-0.0018,-0.0011,-0.0006,-0.003,-0.0408,-0.0232,0.0149,-0.0099
GWD32,GWD32,GWD,-0.0354,0.005,-0.002,-0.0016,0.0027,-0.0002,-0.0591,-0.0354,0.0151,-0.0108
GWD33,GWD33,GWD,-0.0358,0.005,-0.0016,-0.0019,0.0008,-0.0042,-0.0512,-0.0274,0.0088,-0.0107
GWD34,GWD34,GWD,-0.036,0.0048,-0.0006,0.0001,-0.0007,0.0015,-0.0679,-0.0456,0.0237,-0.0057
GWD35,GWD35,GWD,-0.0362,0.0052,-0.0025,-0.0017,-0.0004,-0.0033,-0.0688,-0.0422,0.0117,-0.0185
PJL14,PJL14,PJL,0.0057,-0.0018,0.0287,0.0059,0.0016,0.0012,-0.0027,-0.0037,0.0095,0.0086
PJL15,PJL15,PJL,0.0058,-0.0013,0.0294,0.0047,0.004,0.0025,0.005,0.002,0.0038,-0.0008
PJL16,PJL16,PJL,0.0055,-0.0033,0.0336,0.0026,0.007,0,-0.0006,-0.0044,0.0123,0.0179
PJL17,PJL17,PJL,0.0053,-0.0029,0.0328,0.0034,0.005,-0.0049,-0.0018,0.0004,0.0006,-0.009
PJL18,PJL18,PJL,0.0056,-0.0016,0.0316,0.0035,-0.001,0.0034,0.0046,-0.0023,-0.0028,0.0041
PJL19,PJL19,PJL,0.0057,-0.0013,0.0297,0.0028,0.0018,-0.0018,-0.0012,-0.0005,-0.014,-0.018
PJL20,PJL20,PJL,0.005,-0.0049,0.0356,0.003,-0.0005,-0.0029,-0.0026,0.0016,-0.0045,-0.0036
PJL21,PJL21,PJL,0.0051,-0.0046,0.0354,0.0045,0.0004,-0.0007,0.0025,0.0045,0.0135,0.0166
PJL22,PJL22,PJL,0.0056,-0.0039,0.0337,0.0044,0.0023,0.0022,-0.0025,0.0016,-0.0026,-0.0029
PJL23,PJL23,PJL,0.0051,-0.0042,0.034,0.0039,0.0103,-0.0009,-0.0001,0.0072,0.0048,-0.0065
GWD36,GWD36,GWD,-0.0361,0.0051,-0.0021,-0.0018,0.0023,-0.0007,-0.0698,-0.0383,0.0133,-0.0188
GWD37,GWD37,GWD,-0.0356,0.005,-0.0014,-0.0014,0.0005,-0.0004,-0.061,-0.0394,0.0207,-0.0004
GWD38,GWD38,GWD,-0.0361,0.0052,-0.0003,-0.0006,0.0007,-0.0008,-0.0603,-0.0272,0.0099,-0.0121
GWD39,GWD39,GWD,-0.0351,0.005,-0.0024,-0.0019,-0.0014,-0.0033,-0.058,-0.0311,0.0127,-0.0084
GWD40,GWD40,GWD,-0.0352,0.0052,-0.0009,-0.0014,-0.0016,-0.0012,-0.057,-0.0322,0.0121,-0.0066
GWD41,GWD41,GWD,-0.036,0.005,-0.0017,-0.0014,0.0007,-0.0021,-0.0574,-0.0297,0.0105,-0.006
PJL24,PJL24,PJL,0.0057,-0.0022,0.0318,0.0032,0.0043,0.0025,0.002,-0.004,-0.0173,-0.0159
PJL25,PJL25,PJL,0.0056,-0.002,0.031,0.0029,0.0082,0.0019,0.0046,0.0016,0.0025,0.0145
PJL26,PJL26,PJL,0.0042,-0.0059,0.0404,0.0029,0.0031,-0.0016,-0.0046,-0.0079,0.001,0.0068
PJL27,PJL27,PJL,0.0046,-0.0066,0.0416,0.004,0.0003,0.0019,-0.0005,0.0064,0.0021,0.0153
PJL28,PJL28,PJL,0.0042,-0.0075,0.0445,0.0033,0.0009,-0.0003,-0.0026,-0.0021,0.0107,0.0309
PJL29,PJL29,PJL,0.0047,-0.0077,0.041,0.0018,0.0017,-0.0018,-0.0031,-0.002,0.0023,0.0223
PJL30,PJL30,PJL,0.0054,-0.0011,0.0317,0.0031,-0.0002,0.0006,0.0004,-0.0038,-0.0086,0.0113
PJL31,PJL31,PJL,0.0057,-0.0018,0.0305,0.0038,0.0034,-0.0017,0.003,-0.0049,0.0004,0.0224
PJL32,PJL32,PJL,0.0058,-0.0009,0.0304,0.002,0,-0.001,-0.0009,-0.0004,-0.0139,-0.0267
PJL33,PJL33,PJL,0.0053,-0.0051,0.0353,0.0045,0.008,-0.0026,-0.0047,-0.0007,0.0012,0.0056
PJL34,PJL34,PJL,0.0055,-0.0026,0.032,0.0045,-0.0034,-0.001,-0.001,0.0042,-0.0075,-0.0176
PJL35,PJL35,PJL,0.0056,-0.0018,0.0313,0.0039,0.0062,-0.0006,0.0007,-0.0086,0.007,0.0226
PJL36,PJL36,PJL,0.0059,-0.0026,0.0318,0.0034,0.0015,0.0009,-0.0051,0.0003,0.0007,0.0144
GWD42,GWD42,GWD,-0.0351,0.0047,-0.0019,-0.0018,-0.001,-0.0056,-0.061,-0.0337,0.0127,-0.0003
GWD43,GWD43,GWD,-0.0364,0.0049,-0.0014,-0.0013,-0.0012,-0.0053,-0.0638,-0.0377,0.02,-0.0094
GWD44,GWD44,GWD,-0.036,0.0051,-0.0029,-0.0006,-0.0009,-0.002,-0.0568,-0.0332,0.0129,-0.0097
GWD45,GWD45,GWD,-0.0361,0.0052,-0.0023,-0.0009,-0.0018,-0.0007,-0.0563,-0.0346,0.0169,-0.0089
GWD46,GWD46,GWD,-0.0358,0.0049,-0.0018,-0.0016,0.0015,-0.0004,-0.0575,-0.0379,0.0186,-0.0047
GWD47,GWD47,GWD,-0.0364,0.0051,-0.002,-0.0007,0.0001,-0.002,-0.0495,-0.0233,0.0108,-0.0053
PJL37,PJL37,PJL,0.0045,-0.0081,0.0411,0.004,0.0051,0.0034,-0.0036,0.0008,0.0139,0.0325
PJL38,PJL38,PJL,0.0041,-0.0083,0.042,0.0037,-0.0007,0.0011,-0.0026,0.0031,0.0144,0.0223
PJL39,PJL39,PJL,0.0042,-0.008,0.0415,0.003,0.0074,-0.0004,-0.0039,0.0008,0.004,0.0031
PJL40,PJL40,PJL,0.0042,-0.0084,0.0415,0.0035,0.0014,-0.0037,-0.004,0.003,0.0012,0.0047
PJL41,PJL41,PJL,0.0047,-0.0045,0.0366,0.0027,-0.0023,0.0013,-0.0008,-0.0062,0.0119,0.0224
PJL42,PJL42,PJL,0.0051,-0.0027,0.036,0.005,-0.0011,0.0019,0.0012,0.0032,0.0054,-0.0082
PJL43,PJL43,PJL,0.0058,-0.0026,0.0302,0.0035,0.005,0.0029,0.0018,-0.0056,0.0163,0.0067
PJL44,PJL44,PJL,0.0056,-0.0027,0.031,0.0051,0.0031,-0.0007,0.0003,0.0064,0.0112,-0.0084
PJL45,PJL45,PJL,0.0057,-0.0025,0.031,0.0024,0.0035,0.0004,-0.0011,0.0028,0.0085,-0.0048
